Product_Name,Category,Order_Date,Customer_ID,City,Country,Quantity,Unit_Price,Discount,Total_Value
Laptop Backpack,Electronics,2023-10-26,CUST-766750,Sydney,Australia,2,429.64,5,816.32
Smartwatch,Mobile,2023-10-23,CUST-331819,Melbourne,Australia,4,174.05,0,696.2
Bluetooth Headphones,Accessories,2024-09-11,CUST-374669,Adelaide,Australia,1,409.68,20,327.74
Gaming Keyboard,Electronics,2025-06-07,CUST-319781,Sydney,Australia,1,356.18,10,320.56
External Hard Drive,Office,2023-05-13,CUST-773775,Brisbane,Australia,4,117.37,0,469.48
Gaming Mouse Pad,Electronics,2023-12-21,CUST-664392,Brisbane,Australia,5,74.18,20,296.72
Webcam HD,Gaming,2024-08-18,CUST-336514,Hobart,Australia,2,544.51,20,871.22
USB Hub,Office,2024-08-17,CUST-373192,Melbourne,Australia,1,494.53,0,494.53
Laptop Stand,Gaming,2025-05-10,CUST-119799,Hobart,Australia,5,580.04,20,2320.16
Bluetooth Headphones,Office,2023-01-07,CUST-795284,Wollongong,Australia,2,397.31,5,754.89
External Hard Drive,Electronics,2025-01-16,CUST-499027,Sydney,Australia,4,253.53,0,1014.12
Wireless Mouse,Mobile,2025-03-28,CUST-763537,Gold Coast,Australia,4,499.33,0,1997.32
4K Monitor,Electronics,2023-07-17,CUST-105102,Brisbane,Australia,3,369.96,5,1054.39
Portable SSD,Accessories,2023-01-08,CUST-525789,Sydney,Australia,1,75.1,15,63.83
Smartwatch,Accessories,2023-11-14,CUST-487617,Brisbane,Australia,2,574.35,0,1148.7
External Hard Drive,Gaming,2023-04-02,CUST-537388,Newcastle,Australia,4,454.35,15,1544.79
Smartphone Case,Computing,2024-07-14,CUST-505792,Townsville,Australia,5,211.76,0,1058.8
Smartwatch,Gaming,2025-03-21,CUST-391218,Melbourne,Australia,4,182.46,0,729.84
Laptop Stand,Mobile,2023-09-24,CUST-012325,Wollongong,Australia,1,77.8,5,73.91
Smartphone Case,Office,2023-10-24,CUST-129160,Perth,Australia,2,446.38,0,892.76
Laptop Stand,Mobile,2024-03-02,CUST-347856,Gold Coast,Australia,5,563.71,5,2677.62
Gaming Mouse Pad,Office,2024-04-10,CUST-832834,Adelaide,Australia,4,213.97,0,855.88
LED Desk Lamp,Electronics,2024-09-15,CUST-317205,Melbourne,Australia,4,551.16,0,2204.64
4K Monitor,Electronics,2023-03-21,CUST-132676,Townsville,Australia,3,397.97,0,1193.91
USB-C Charger,Mobile,2024-07-27,CUST-686335,Townsville,Australia,2,439.0,20,702.4
Gaming Mouse Pad,Accessories,2024-08-25,CUST-944380,Newcastle,Australia,1,210.78,15,179.16
Laptop Backpack,Office,2025-03-12,CUST-169785,Brisbane,Australia,4,319.7,0,1278.8
Gaming Mouse Pad,Gaming,2025-01-31,CUST-874110,Adelaide,Australia,2,157.91,0,315.82
Mechanical Keyboard,Electronics,2023-12-30,CUST-600378,Perth,Australia,2,93.12,0,186.24
External Hard Drive,Computing,2025-06-17,CUST-453713,Brisbane,Australia,5,402.24,0,2011.2
Wireless Mouse,Gaming,2023-07-27,CUST-298099,Melbourne,Australia,2,331.07,0,662.14
Bluetooth Headphones,Computing,2024-07-14,CUST-334430,Brisbane,Australia,1,497.98,20,398.38
4K Monitor,Gaming,2023-02-13,CUST-458821,Sydney,Australia,1,152.69,0,152.69
Smartwatch,Mobile,2023-10-05,CUST-882308,Sydney,Australia,4,515.36,5,1958.37
Laptop Backpack,Electronics,2024-06-17,CUST-996284,Brisbane,Australia,4,573.59,10,2064.92
Gaming Mouse Pad,Mobile,2025-02-28,CUST-990689,Sydney,Australia,3,421.93,10,1139.21
Smartphone Case,Computing,2024-03-20,CUST-979505,Gold Coast,Australia,4,291.07,0,1164.28
Gaming Mouse Pad,Mobile,2024-11-20,CUST-651744,Brisbane,Australia,1,130.08,10,117.07
Webcam HD,Electronics,2023-05-06,CUST-923201,Townsville,Australia,3,555.25,15,1415.89
Wireless Earbuds,Electronics,2024-09-24,CUST-072608,Wollongong,Australia,3,180.97,0,542.91
Wireless Earbuds,Mobile,2024-01-11,CUST-238558,Newcastle,Australia,2,155.0,0,310.0
Wireless Mouse,Computing,2023-11-02,CUST-228193,Geelong,Australia,4,70.73,15,240.48
Fitness Tracker,Computing,2023-02-20,CUST-145243,Wollongong,Australia,4,554.27,5,2106.23
Webcam HD,Mobile,2023-06-17,CUST-857865,Geelong,Australia,2,471.56,5,895.96
Portable SSD,Office,2024-05-08,CUST-655828,Townsville,Australia,2,78.68,5,149.49
USB-C Charger,Gaming,2025-05-05,CUST-404299,Sydney,Australia,2,132.35,0,264.7
Gaming Keyboard,Accessories,2023-04-21,CUST-198153,Canberra,Australia,5,16.17,10,72.77
Wireless Earbuds,Computing,2025-02-13,CUST-767594,Townsville,Australia,5,85.43,0,427.15
Webcam HD,Computing,2024-03-12,CUST-504969,Townsville,Australia,1,223.68,0,223.68
Mechanical Keyboard,Electronics,2025-04-27,CUST-605115,Melbourne,Australia,5,465.4,0,2327.0
Noise Cancelling Headphones,Electronics,2024-08-13,CUST-410447,Hobart,Australia,3,442.94,5,1262.38
Wireless Mouse,Accessories,2023-01-29,CUST-398565,Brisbane,Australia,3,467.14,20,1121.14
Mechanical Keyboard,Gaming,2023-01-18,CUST-292042,Newcastle,Australia,4,279.91,5,1063.66
Wireless Earbuds,Gaming,2025-05-29,CUST-112575,Townsville,Australia,2,316.05,10,568.89
Smartwatch,Office,2025-04-28,CUST-089757,Newcastle,Australia,3,525.84,15,1340.89
LED Desk Lamp,Computing,2024-05-06,CUST-141853,Sydney,Australia,4,342.39,0,1369.56
Laptop Stand,Gaming,2023-07-15,CUST-915624,Canberra,Australia,2,143.62,5,272.88
Gaming Mouse Pad,Office,2023-02-10,CUST-195489,Wollongong,Australia,4,550.01,20,1760.03
Webcam HD,Mobile,2024-02-19,CUST-601283,Sydney,Australia,1,153.11,20,122.49
Tablet 10in,Mobile,2023-10-01,CUST-122571,Hobart,Australia,1,284.35,0,284.35
Wireless Earbuds,Accessories,2024-08-12,CUST-535929,Geelong,Australia,2,455.04,10,819.07
Smartphone Case,Computing,2023-12-13,CUST-132059,Wollongong,Australia,2,53.43,15,90.83
Portable SSD,Office,2025-05-20,CUST-046015,Brisbane,Australia,3,144.32,0,432.96
Laptop Stand,Office,2024-09-02,CUST-959780,Brisbane,Australia,5,138.37,10,622.67
Noise Cancelling Headphones,Gaming,2024-01-05,CUST-482490,Adelaide,Australia,4,385.94,0,1543.76
Mechanical Keyboard,Gaming,2024-03-17,CUST-206263,Hobart,Australia,1,505.02,5,479.77
Noise Cancelling Headphones,Electronics,2023-02-05,CUST-017375,Gold Coast,Australia,3,22.18,5,63.21
Gaming Mouse Pad,Office,2023-04-18,CUST-095804,Canberra,Australia,2,22.57,15,38.37
Smartphone Case,Computing,2025-05-06,CUST-454380,Sydney,Australia,4,158.79,10,571.64
Wireless Mouse,Electronics,2023-04-22,CUST-489498,Canberra,Australia,5,99.23,20,396.92
Wireless Earbuds,Accessories,2024-11-28,CUST-434111,Melbourne,Australia,5,377.93,0,1889.65
Fitness Tracker,Accessories,2023-03-25,CUST-002069,Brisbane,Australia,4,256.86,0,1027.44
Smartphone Case,Gaming,2024-06-21,CUST-977769,Brisbane,Australia,4,43.41,0,173.64
Gaming Keyboard,Accessories,2023-12-14,CUST-055467,Wollongong,Australia,3,463.75,15,1182.56
Smartphone Case,Electronics,2023-02-07,CUST-252499,Brisbane,Australia,3,36.63,0,109.89
Tablet 10in,Accessories,2023-03-09,CUST-536258,Canberra,Australia,2,136.87,0,273.74
USB-C Charger,Accessories,2024-11-14,CUST-021524,Adelaide,Australia,3,507.49,0,1522.47
Mechanical Keyboard,Computing,2023-07-31,CUST-552106,Newcastle,Australia,3,247.0,20,592.8
Noise Cancelling Headphones,Office,2024-02-08,CUST-765746,Gold Coast,Australia,1,530.3,0,530.3
USB-C Charger,Electronics,2023-08-09,CUST-168294,Townsville,Australia,1,432.18,10,388.96
Wireless Mouse,Computing,2023-12-12,CUST-693176,Geelong,Australia,2,352.76,5,670.24
Wireless Mouse,Electronics,2023-06-06,CUST-320181,Geelong,Australia,1,332.43,0,332.43
External Hard Drive,Gaming,2023-05-16,CUST-267659,Perth,Australia,3,378.47,0,1135.41
External Hard Drive,Electronics,2025-02-17,CUST-957275,Brisbane,Australia,2,115.7,0,231.4
Fitness Tracker,Office,2024-11-23,CUST-469292,Townsville,Australia,4,325.14,5,1235.53
Smartphone Case,Gaming,2023-12-19,CUST-102079,Newcastle,Australia,5,67.29,0,336.45
Bluetooth Headphones,Mobile,2023-03-21,CUST-361989,Sydney,Australia,3,333.05,0,999.15
External Hard Drive,Accessories,2023-07-21,CUST-918695,Canberra,Australia,2,566.89,0,1133.78
USB-C Charger,Computing,2024-01-02,CUST-363574,Newcastle,Australia,1,434.17,0,434.17
Noise Cancelling Headphones,Mobile,2023-08-08,CUST-930376,Hobart,Australia,5,75.81,10,341.15
Laptop Backpack,Accessories,2024-04-27,CUST-531494,Brisbane,Australia,5,64.77,10,291.46
Webcam HD,Office,2023-10-22,CUST-384170,Sydney,Australia,5,519.17,0,2595.85
Mechanical Keyboard,Gaming,2023-12-07,CUST-669727,Adelaide,Australia,3,108.98,0,326.94
Bluetooth Headphones,Accessories,2025-02-14,CUST-522773,Geelong,Australia,3,592.34,20,1421.62
Fitness Tracker,Computing,2025-02-17,CUST-501292,Geelong,Australia,3,105.07,10,283.69
Laptop Backpack,Gaming,2023-09-08,CUST-143610,Wollongong,Australia,2,120.81,10,217.46
Gaming Keyboard,Accessories,2023-06-17,CUST-579851,Melbourne,Australia,5,79.6,0,398.0
Gaming Keyboard,Gaming,2024-08-02,CUST-922444,Geelong,Australia,5,254.48,10,1145.16
Smartwatch,Computing,2023-05-29,CUST-057493,Townsville,Australia,1,369.06,5,350.61
4K Monitor,Computing,2025-02-13,CUST-514058,Newcastle,Australia,1,316.03,10,284.43
Portable SSD,Electronics,2024-06-28,CUST-256450,Gold Coast,Australia,5,493.05,15,2095.46
USB Hub,Electronics,2023-03-19,CUST-523062,Brisbane,Australia,2,60.03,0,120.06
Portable SSD,Accessories,2023-06-07,CUST-086452,Townsville,Australia,4,242.56,20,776.19
Noise Cancelling Headphones,Computing,2024-09-06,CUST-921928,Wollongong,Australia,4,436.58,0,1746.32
Gaming Keyboard,Gaming,2025-04-06,CUST-847783,Melbourne,Australia,1,132.29,0,132.29
Noise Cancelling Headphones,Computing,2024-09-21,CUST-450316,Canberra,Australia,3,387.12,20,929.09
Laptop Backpack,Accessories,2023-02-11,CUST-381440,Wollongong,Australia,3,189.48,10,511.6
Wireless Earbuds,Mobile,2023-04-26,CUST-977212,Gold Coast,Australia,3,431.67,0,1295.01
LED Desk Lamp,Electronics,2024-12-07,CUST-306079,Gold Coast,Australia,2,301.3,20,482.08
Tablet 10in,Gaming,2023-04-14,CUST-074437,Brisbane,Australia,4,262.26,0,1049.04
LED Desk Lamp,Accessories,2023-06-16,CUST-163630,Wollongong,Australia,2,549.05,10,988.29
External Hard Drive,Office,2024-06-10,CUST-862638,Townsville,Australia,4,331.77,0,1327.08
Bluetooth Headphones,Accessories,2024-09-12,CUST-524192,Adelaide,Australia,1,494.48,15,420.31
USB-C Charger,Computing,2023-08-10,CUST-517167,Gold Coast,Australia,2,503.53,15,856.0
Smartphone Case,Office,2023-03-01,CUST-694266,Hobart,Australia,2,47.12,10,84.82
Smartwatch,Mobile,2024-03-07,CUST-920564,Townsville,Australia,1,535.07,20,428.06
Gaming Mouse Pad,Office,2024-02-02,CUST-141283,Newcastle,Australia,2,25.71,0,51.42
Portable SSD,Electronics,2023-01-13,CUST-886574,Brisbane,Australia,2,418.51,15,711.47
Bluetooth Headphones,Electronics,2023-07-27,CUST-463671,Gold Coast,Australia,4,313.86,0,1255.44
Wireless Mouse,Accessories,2025-04-26,CUST-308510,Melbourne,Australia,3,488.77,15,1246.36
Gaming Mouse Pad,Accessories,2023-10-24,CUST-195832,Townsville,Australia,2,33.23,5,63.14
External Hard Drive,Electronics,2024-12-24,CUST-457811,Brisbane,Australia,2,188.05,15,319.69
Smartwatch,Accessories,2023-01-03,CUST-129442,Newcastle,Australia,3,327.97,0,983.91
Laptop Stand,Office,2023-09-04,CUST-947219,Townsville,Australia,3,353.46,15,901.32
Mechanical Keyboard,Office,2024-09-29,CUST-954499,Sydney,Australia,5,162.67,0,813.35
Fitness Tracker,Mobile,2024-12-08,CUST-543844,Newcastle,Australia,3,315.66,0,946.98
LED Desk Lamp,Gaming,2023-01-04,CUST-751881,Hobart,Australia,3,414.45,15,1056.85
Bluetooth Headphones,Mobile,2024-08-04,CUST-402035,Hobart,Australia,1,393.23,5,373.57
Fitness Tracker,Mobile,2024-08-30,CUST-787077,Adelaide,Australia,5,454.36,0,2271.8
USB Hub,Gaming,2025-04-03,CUST-776215,Sydney,Australia,2,156.74,0,313.48
Gaming Mouse Pad,Office,2023-11-18,CUST-101891,Townsville,Australia,3,425.86,15,1085.94
External Hard Drive,Office,2023-01-07,CUST-031367,Hobart,Australia,1,269.24,20,215.39
Gaming Keyboard,Office,2024-12-13,CUST-925350,Sydney,Australia,3,59.36,0,178.08
Portable SSD,Electronics,2024-02-08,CUST-651018,Geelong,Australia,4,386.58,5,1469.0
External Hard Drive,Electronics,2025-04-27,CUST-794011,Sydney,Australia,3,276.48,10,746.5
Webcam HD,Mobile,2024-03-14,CUST-647935,Sydney,Australia,3,133.48,0,400.44
Tablet 10in,Accessories,2025-01-06,CUST-239027,Perth,Australia,2,561.89,20,899.02
Wireless Mouse,Office,2024-03-24,CUST-873341,Sydney,Australia,1,537.5,15,456.88
Noise Cancelling Headphones,Gaming,2024-12-07,CUST-757470,Wollongong,Australia,1,52.4,15,44.54
Portable SSD,Accessories,2023-08-29,CUST-201422,Canberra,Australia,4,200.17,0,800.68
Noise Cancelling Headphones,Computing,2024-08-07,CUST-602346,Sydney,Australia,4,77.97,15,265.1
Smartphone Case,Electronics,2024-12-08,CUST-195084,Newcastle,Australia,3,56.64,15,144.43
USB-C Charger,Accessories,2024-04-15,CUST-719100,Melbourne,Australia,2,549.04,0,1098.08
USB Hub,Office,2023-05-22,CUST-619966,Adelaide,Australia,5,124.67,20,498.68
Laptop Backpack,Electronics,2024-11-09,CUST-622067,Melbourne,Australia,3,467.44,5,1332.2
External Hard Drive,Mobile,2023-02-17,CUST-419555,Townsville,Australia,2,347.23,20,555.57
Wireless Earbuds,Mobile,2024-02-17,CUST-752052,Brisbane,Australia,2,167.9,0,335.8
Webcam HD,Accessories,2023-12-04,CUST-646917,Townsville,Australia,4,395.49,10,1423.76
4K Monitor,Mobile,2024-09-23,CUST-536448,Perth,Australia,3,125.01,5,356.28
Fitness Tracker,Accessories,2023-04-28,CUST-976786,Townsville,Australia,4,382.79,0,1531.16
Gaming Keyboard,Office,2024-09-19,CUST-894860,Townsville,Australia,2,480.29,10,864.52
Smartphone Case,Gaming,2024-10-23,CUST-745636,Sydney,Australia,2,478.41,20,765.46
LED Desk Lamp,Computing,2023-03-10,CUST-850132,Wollongong,Australia,4,472.08,5,1793.9
Laptop Backpack,Computing,2023-03-22,CUST-921971,Townsville,Australia,5,83.7,5,397.57
Wireless Mouse,Computing,2025-01-11,CUST-327151,Townsville,Australia,1,546.98,15,464.93
USB Hub,Mobile,2024-01-14,CUST-256366,Townsville,Australia,1,367.14,0,367.14
Gaming Keyboard,Electronics,2025-04-14,CUST-108856,Gold Coast,Australia,5,285.01,20,1140.04
Tablet 10in,Office,2024-07-05,CUST-220925,Sydney,Australia,2,481.66,0,963.32
Noise Cancelling Headphones,Mobile,2023-11-15,CUST-152669,Sydney,Australia,5,23.81,0,119.05
Fitness Tracker,Gaming,2025-05-12,CUST-859498,Adelaide,Australia,4,583.12,15,1982.61
Fitness Tracker,Mobile,2023-10-25,CUST-043893,Canberra,Australia,3,412.44,20,989.86
Portable SSD,Office,2023-11-12,CUST-675816,Melbourne,Australia,1,200.54,0,200.54
Noise Cancelling Headphones,Electronics,2025-01-29,CUST-144227,Perth,Australia,5,129.48,20,517.92
Portable SSD,Office,2024-01-10,CUST-651531,Newcastle,Australia,4,140.89,20,450.85
External Hard Drive,Electronics,2023-06-29,CUST-453855,Gold Coast,Australia,2,314.75,0,629.5
Laptop Stand,Computing,2023-01-10,CUST-920677,Geelong,Australia,3,124.31,0,372.93
Mechanical Keyboard,Office,2023-10-21,CUST-008143,Melbourne,Australia,4,464.61,0,1858.44
Noise Cancelling Headphones,Office,2025-04-28,CUST-592111,Gold Coast,Australia,1,123.58,10,111.22
Laptop Backpack,Computing,2023-10-04,CUST-507436,Brisbane,Australia,5,351.81,5,1671.1
USB Hub,Computing,2025-03-23,CUST-923715,Wollongong,Australia,4,543.73,20,1739.94
Gaming Keyboard,Electronics,2025-01-05,CUST-425142,Gold Coast,Australia,2,37.42,0,74.84
Wireless Earbuds,Electronics,2024-01-06,CUST-814137,Sydney,Australia,3,162.94,0,488.82
USB Hub,Mobile,2024-03-31,CUST-324893,Geelong,Australia,2,344.14,0,688.28
USB-C Charger,Computing,2024-02-01,CUST-099634,Geelong,Australia,1,267.75,0,267.75
Mechanical Keyboard,Office,2023-05-31,CUST-538092,Sydney,Australia,1,461.12,0,461.12
Smartphone Case,Electronics,2025-01-10,CUST-521752,Melbourne,Australia,1,341.49,5,324.42
Tablet 10in,Gaming,2023-05-17,CUST-749180,Melbourne,Australia,1,566.53,20,453.22
Gaming Keyboard,Gaming,2023-03-16,CUST-051680,Sydney,Australia,3,442.47,15,1128.3
Laptop Backpack,Office,2024-06-21,CUST-274121,Townsville,Australia,4,77.92,0,311.68
Mechanical Keyboard,Computing,2024-12-18,CUST-548516,Gold Coast,Australia,5,225.8,5,1072.55
Laptop Backpack,Gaming,2024-12-03,CUST-540421,Melbourne,Australia,2,112.28,20,179.65
USB Hub,Electronics,2023-05-28,CUST-785454,Hobart,Australia,5,532.54,15,2263.29
Noise Cancelling Headphones,Electronics,2023-08-03,CUST-524781,Canberra,Australia,1,65.93,10,59.34
LED Desk Lamp,Gaming,2023-08-27,CUST-940804,Townsville,Australia,1,96.04,10,86.44
External Hard Drive,Office,2023-04-10,CUST-544083,Wollongong,Australia,2,277.4,10,499.32
Laptop Backpack,Mobile,2025-03-09,CUST-838084,Newcastle,Australia,4,297.6,0,1190.4
Wireless Earbuds,Gaming,2023-12-19,CUST-029666,Geelong,Australia,1,578.0,0,578.0
Smartphone Case,Office,2024-06-10,CUST-891413,Gold Coast,Australia,2,383.42,20,613.47
Laptop Stand,Office,2023-06-29,CUST-441347,Sydney,Australia,3,413.32,0,1239.96
Smartphone Case,Computing,2024-11-07,CUST-780415,Canberra,Australia,2,533.6,0,1067.2
Webcam HD,Gaming,2024-04-17,CUST-007869,Sydney,Australia,2,132.82,5,252.36
Wireless Mouse,Gaming,2024-05-05,CUST-351014,Townsville,Australia,3,531.77,10,1435.78
Portable SSD,Computing,2025-03-08,CUST-904852,Adelaide,Australia,1,28.24,0,28.24
Wireless Mouse,Electronics,2024-04-10,CUST-018989,Townsville,Australia,4,299.84,5,1139.39
Gaming Keyboard,Gaming,2024-03-17,CUST-017828,Sydney,Australia,5,410.59,0,2052.95
LED Desk Lamp,Office,2025-04-16,CUST-471092,Hobart,Australia,3,547.65,10,1478.65
Portable SSD,Accessories,2024-09-06,CUST-410708,Wollongong,Australia,4,203.87,20,652.38
Mechanical Keyboard,Mobile,2024-10-31,CUST-309948,Canberra,Australia,3,532.97,10,1439.02
USB-C Charger,Gaming,2024-02-16,CUST-481450,Wollongong,Australia,3,46.97,0,140.91
LED Desk Lamp,Mobile,2023-07-01,CUST-568560,Canberra,Australia,1,222.89,10,200.6
Bluetooth Headphones,Gaming,2024-03-02,CUST-092858,Perth,Australia,3,535.37,0,1606.11
LED Desk Lamp,Accessories,2023-04-29,CUST-424958,Geelong,Australia,1,496.77,15,422.25
Smartphone Case,Accessories,2025-02-14,CUST-155754,Adelaide,Australia,3,278.35,0,835.05
Noise Cancelling Headphones,Computing,2024-12-02,CUST-664147,Wollongong,Australia,2,596.27,0,1192.54
Gaming Mouse Pad,Mobile,2024-12-02,CUST-351970,Gold Coast,Australia,1,245.08,20,196.06
Smartwatch,Office,2024-05-12,CUST-988914,Canberra,Australia,1,113.68,0,113.68
Mechanical Keyboard,Electronics,2024-12-14,CUST-108134,Geelong,Australia,2,261.19,0,522.38
Tablet 10in,Gaming,2023-09-20,CUST-477085,Perth,Australia,2,44.94,15,76.4
Smartphone Case,Mobile,2024-07-13,CUST-957260,Townsville,Australia,1,212.75,20,170.2
Mechanical Keyboard,Accessories,2024-10-20,CUST-138372,Perth,Australia,1,269.45,0,269.45
Gaming Mouse Pad,Computing,2024-04-21,CUST-746776,Gold Coast,Australia,3,421.47,0,1264.41
LED Desk Lamp,Office,2023-06-19,CUST-015499,Newcastle,Australia,2,462.67,20,740.27
USB-C Charger,Office,2023-02-17,CUST-052814,Geelong,Australia,5,474.59,20,1898.36
Smartphone Case,Computing,2023-04-04,CUST-260762,Brisbane,Australia,3,375.91,10,1014.96
Mechanical Keyboard,Gaming,2023-06-09,CUST-537057,Geelong,Australia,1,93.33,0,93.33
Portable SSD,Mobile,2023-03-13,CUST-803651,Hobart,Australia,3,392.98,20,943.15
Bluetooth Headphones,Office,2024-03-09,CUST-783003,Adelaide,Australia,1,389.82,10,350.84
Smartwatch,Computing,2023-11-28,CUST-866950,Perth,Australia,2,484.01,10,871.22
External Hard Drive,Mobile,2024-06-29,CUST-989410,Adelaide,Australia,1,522.79,0,522.79
Portable SSD,Office,2024-07-14,CUST-360571,Gold Coast,Australia,5,100.11,0,500.55
USB Hub,Mobile,2025-04-15,CUST-278999,Adelaide,Australia,5,172.65,10,776.93
Portable SSD,Accessories,2025-01-12,CUST-564896,Geelong,Australia,1,541.47,0,541.47
Noise Cancelling Headphones,Mobile,2023-08-16,CUST-307450,Gold Coast,Australia,1,217.45,15,184.83
Portable SSD,Gaming,2023-03-28,CUST-225068,Brisbane,Australia,5,427.32,0,2136.6
Fitness Tracker,Accessories,2023-07-21,CUST-652491,Brisbane,Australia,3,107.03,0,321.09
Bluetooth Headphones,Office,2023-12-19,CUST-143368,Gold Coast,Australia,5,254.25,0,1271.25
Fitness Tracker,Office,2023-01-07,CUST-079326,Perth,Australia,5,278.38,5,1322.31
Noise Cancelling Headphones,Electronics,2024-08-08,CUST-399934,Townsville,Australia,5,18.13,5,86.12
Noise Cancelling Headphones,Mobile,2023-02-03,CUST-888150,Perth,Australia,1,442.04,15,375.73
4K Monitor,Office,2023-03-27,CUST-341734,Gold Coast,Australia,4,404.34,0,1617.36
Portable SSD,Computing,2023-06-01,CUST-130617,Canberra,Australia,5,416.05,20,1664.2
USB Hub,Computing,2025-05-02,CUST-808793,Geelong,Australia,2,336.51,0,673.02
Laptop Stand,Computing,2023-11-22,CUST-222951,Melbourne,Australia,2,55.78,15,94.83
Bluetooth Headphones,Accessories,2025-02-01,CUST-348480,Brisbane,Australia,2,580.36,0,1160.72
External Hard Drive,Mobile,2024-08-03,CUST-443394,Gold Coast,Australia,1,41.52,0,41.52
LED Desk Lamp,Electronics,2025-05-28,CUST-918000,Townsville,Australia,1,20.62,20,16.5
Noise Cancelling Headphones,Computing,2024-01-11,CUST-594474,Geelong,Australia,1,288.41,5,273.99
Gaming Mouse Pad,Office,2025-06-04,CUST-743503,Gold Coast,Australia,1,401.36,5,381.29
Tablet 10in,Gaming,2024-04-06,CUST-036986,Brisbane,Australia,5,234.97,0,1174.85
Wireless Mouse,Accessories,2024-12-30,CUST-360813,Wollongong,Australia,2,322.33,0,644.66
Fitness Tracker,Accessories,2025-05-11,CUST-060775,Hobart,Australia,3,128.36,0,385.08
Wireless Earbuds,Office,2023-10-23,CUST-067130,Gold Coast,Australia,3,256.42,0,769.26
Laptop Stand,Mobile,2025-05-27,CUST-395453,Geelong,Australia,5,210.43,0,1052.15
External Hard Drive,Computing,2024-06-16,CUST-026509,Perth,Australia,1,215.07,0,215.07
Fitness Tracker,Accessories,2023-05-22,CUST-072323,Sydney,Australia,4,206.5,0,826.0
Mechanical Keyboard,Mobile,2023-07-28,CUST-555545,Newcastle,Australia,1,578.93,0,578.93
Tablet 10in,Mobile,2024-09-09,CUST-985262,Adelaide,Australia,4,509.59,10,1834.52
4K Monitor,Computing,2023-06-05,CUST-116550,Sydney,Australia,5,532.08,10,2394.36
Webcam HD,Office,2025-06-14,CUST-744230,Wollongong,Australia,1,520.91,5,494.86
Gaming Keyboard,Mobile,2024-02-29,CUST-511712,Brisbane,Australia,1,423.39,15,359.88
Laptop Backpack,Mobile,2025-03-11,CUST-903385,Gold Coast,Australia,4,174.16,20,557.31
Fitness Tracker,Accessories,2023-05-26,CUST-952106,Perth,Australia,5,134.78,20,539.12
Wireless Mouse,Electronics,2023-08-07,CUST-366769,Newcastle,Australia,5,15.35,15,65.24
Smartwatch,Mobile,2024-12-28,CUST-985648,Townsville,Australia,1,263.04,0,263.04
4K Monitor,Computing,2023-08-04,CUST-180678,Geelong,Australia,5,95.77,0,478.85
Gaming Mouse Pad,Gaming,2024-01-29,CUST-863449,Newcastle,Australia,2,223.23,15,379.49
Noise Cancelling Headphones,Mobile,2025-04-28,CUST-551229,Canberra,Australia,1,147.07,15,125.01
USB-C Charger,Accessories,2023-12-31,CUST-756033,Wollongong,Australia,4,407.92,20,1305.34
Wireless Earbuds,Office,2025-02-18,CUST-964724,Canberra,Australia,3,519.01,0,1557.03
External Hard Drive,Mobile,2023-06-07,CUST-261384,Melbourne,Australia,2,512.9,5,974.51
Bluetooth Headphones,Gaming,2023-05-08,CUST-874445,Hobart,Australia,2,357.97,0,715.94
Tablet 10in,Accessories,2024-04-02,CUST-600968,Melbourne,Australia,5,22.36,0,111.8
Noise Cancelling Headphones,Accessories,2023-11-21,CUST-100976,Melbourne,Australia,5,201.36,15,855.78
External Hard Drive,Accessories,2024-05-24,CUST-566888,Canberra,Australia,1,461.04,10,414.94
