Product_Name,Category,Order_Date,Customer_ID,City,Country,Quantity,Unit_Price,Discount,Total_Value
Noise Cancelling Headphones,Accessories,2023-06-04,CUST-526140,Melbourne,Australia,5,485.65,0,2428.25
USB-C Charger,Office,2024-05-12,CUST-223496,Adelaide,Australia,3,260.78,5,743.22
Wireless Earbuds,Mobile,2024-07-04,CUST-943500,Melbourne,Australia,1,324.36,20,259.49
Wireless Earbuds,Computing,2024-02-16,CUST-412796,Adelaide,Australia,4,466.65,15,1586.61
Gaming Keyboard,Office,2023-02-03,CUST-569893,Wollongong,Australia,1,169.61,10,152.65
Portable SSD,Gaming,2023-01-06,CUST-342438,Perth,Australia,5,436.49,20,1745.96
4K Monitor,Computing,2024-07-31,CUST-282494,Geelong,Australia,3,325.79,0,977.37
Wireless Earbuds,Office,2024-03-31,CUST-871968,Wollongong,Australia,4,475.03,0,1900.12
Smartwatch,Office,2023-03-08,CUST-526386,Adelaide,Australia,3,220.99,5,629.82
Smartwatch,Accessories,2023-12-06,CUST-355747,Melbourne,Australia,3,255.94,10,691.04
Wireless Mouse,Mobile,2024-10-30,CUST-151009,Geelong,Australia,2,26.58,15,45.19
Portable SSD,Accessories,2025-05-14,CUST-823881,Brisbane,Australia,1,498.11,15,423.39
Gaming Mouse Pad,Office,2023-11-23,CUST-671626,Melbourne,Australia,1,494.95,0,494.95
Bluetooth Headphones,Computing,2023-03-30,CUST-199403,Melbourne,Australia,3,353.49,15,901.4
Fitness Tracker,Electronics,2025-02-20,CUST-630047,Newcastle,Australia,1,147.54,10,132.79
Gaming Mouse Pad,Accessories,2023-08-20,CUST-434320,Brisbane,Australia,5,316.49,15,1345.08
Mechanical Keyboard,Office,2023-12-12,CUST-119843,Hobart,Australia,3,432.6,10,1168.02
Gaming Mouse Pad,Computing,2024-07-12,CUST-253689,Geelong,Australia,2,288.97,20,462.35
Laptop Stand,Mobile,2024-01-26,CUST-449478,Wollongong,Australia,5,383.49,20,1533.96
Smartwatch,Gaming,2023-06-10,CUST-412791,Townsville,Australia,3,506.53,10,1367.63
Gaming Mouse Pad,Accessories,2024-04-20,CUST-384025,Canberra,Australia,1,33.15,0,33.15
Gaming Keyboard,Office,2024-03-17,CUST-507169,Townsville,Australia,2,566.5,10,1019.7
Mechanical Keyboard,Electronics,2024-01-31,CUST-127921,Wollongong,Australia,3,336.34,15,857.67
Wireless Earbuds,Electronics,2023-12-09,CUST-246974,Adelaide,Australia,3,566.79,0,1700.37
Gaming Keyboard,Office,2025-01-20,CUST-610852,Brisbane,Australia,3,221.59,5,631.53
Webcam HD,Office,2024-06-07,CUST-484938,Canberra,Australia,2,511.36,5,971.58
Gaming Keyboard,Computing,2024-03-09,CUST-700204,Sydney,Australia,3,413.16,15,1053.56
Wireless Earbuds,Electronics,2023-07-11,CUST-871669,Newcastle,Australia,3,437.82,0,1313.46
Fitness Tracker,Office,2024-01-09,CUST-204654,Sydney,Australia,4,394.64,0,1578.56
Gaming Keyboard,Electronics,2023-11-17,CUST-504622,Brisbane,Australia,4,572.83,0,2291.32
4K Monitor,Office,2024-05-17,CUST-739204,Newcastle,Australia,5,121.26,10,545.67
USB-C Charger,Computing,2023-12-23,CUST-200285,Hobart,Australia,4,198.57,15,675.14
Wireless Earbuds,Mobile,2024-08-01,CUST-630745,Gold Coast,Australia,5,368.98,0,1844.9
Wireless Mouse,Electronics,2025-04-21,CUST-440322,Melbourne,Australia,2,138.04,0,276.08
Webcam HD,Mobile,2023-01-23,CUST-937649,Adelaide,Australia,2,78.3,20,125.28
Noise Cancelling Headphones,Electronics,2025-02-20,CUST-780359,Gold Coast,Australia,4,511.94,0,2047.76
External Hard Drive,Office,2023-07-08,CUST-902211,Brisbane,Australia,4,207.92,5,790.1
USB Hub,Electronics,2024-05-15,CUST-050489,Hobart,Australia,2,179.19,5,340.46
Gaming Mouse Pad,Mobile,2025-03-09,CUST-336432,Geelong,Australia,4,200.79,5,763.0
USB-C Charger,Mobile,2024-08-07,CUST-915722,Perth,Australia,1,124.05,15,105.44
Wireless Earbuds,Accessories,2024-09-29,CUST-805947,Newcastle,Australia,5,451.98,5,2146.91
Bluetooth Headphones,Office,2024-02-20,CUST-893303,Sydney,Australia,1,147.17,0,147.17
Gaming Keyboard,Mobile,2024-02-23,CUST-941887,Perth,Australia,1,298.23,10,268.41
LED Desk Lamp,Gaming,2025-04-12,CUST-551675,Adelaide,Australia,5,557.76,20,2231.04
LED Desk Lamp,Electronics,2024-06-13,CUST-228827,Perth,Australia,2,589.04,5,1119.18
4K Monitor,Electronics,2023-04-11,CUST-534303,Sydney,Australia,4,318.57,20,1019.42
Smartphone Case,Office,2024-01-03,CUST-358625,Perth,Australia,1,491.69,0,491.69
Fitness Tracker,Gaming,2023-12-20,CUST-230450,Hobart,Australia,4,545.73,0,2182.92
Wireless Earbuds,Electronics,2025-03-05,CUST-607206,Newcastle,Australia,3,167.94,15,428.25
Smartphone Case,Gaming,2025-02-02,CUST-943808,Hobart,Australia,3,256.19,0,768.57
Webcam HD,Electronics,2023-11-05,CUST-830906,Townsville,Australia,5,63.83,0,319.15
Gaming Mouse Pad,Accessories,2024-04-02,CUST-914956,Melbourne,Australia,2,470.07,0,940.14
Laptop Stand,Computing,2025-01-24,CUST-616649,Melbourne,Australia,4,115.4,20,369.28
Gaming Mouse Pad,Electronics,2024-02-23,CUST-511008,Sydney,Australia,4,306.33,20,980.26
USB Hub,Electronics,2024-08-11,CUST-602649,Sydney,Australia,1,285.49,15,242.67
Webcam HD,Accessories,2024-02-08,CUST-122505,Sydney,Australia,2,24.42,0,48.84
USB Hub,Electronics,2024-10-27,CUST-857947,Townsville,Australia,4,38.7,15,131.58
4K Monitor,Electronics,2024-07-30,CUST-886561,Wollongong,Australia,1,46.21,0,46.21
Gaming Mouse Pad,Mobile,2024-05-23,CUST-681299,Wollongong,Australia,5,256.66,0,1283.3
4K Monitor,Electronics,2023-05-03,CUST-327410,Newcastle,Australia,2,414.81,10,746.66
Smartphone Case,Mobile,2024-01-31,CUST-626001,Sydney,Australia,2,64.31,0,128.62
Gaming Keyboard,Computing,2024-08-21,CUST-204226,Townsville,Australia,3,179.4,0,538.2
Gaming Mouse Pad,Gaming,2024-12-16,CUST-211350,Wollongong,Australia,1,58.04,0,58.04
USB Hub,Mobile,2023-01-24,CUST-881663,Perth,Australia,5,155.08,0,775.4
USB Hub,Electronics,2024-05-31,CUST-486227,Melbourne,Australia,5,59.86,10,269.37
Gaming Keyboard,Gaming,2024-06-15,CUST-919419,Geelong,Australia,1,252.58,0,252.58
Portable SSD,Computing,2023-12-11,CUST-704096,Townsville,Australia,5,337.05,5,1600.99
USB Hub,Mobile,2023-05-03,CUST-618321,Wollongong,Australia,1,394.89,10,355.4
Wireless Mouse,Gaming,2024-06-29,CUST-811076,Adelaide,Australia,1,399.56,0,399.56
Bluetooth Headphones,Gaming,2023-03-07,CUST-825398,Gold Coast,Australia,4,451.65,0,1806.6
Mechanical Keyboard,Gaming,2025-01-20,CUST-259509,Adelaide,Australia,4,464.0,20,1484.8
External Hard Drive,Accessories,2023-10-29,CUST-384225,Canberra,Australia,2,81.51,0,163.02
Gaming Keyboard,Mobile,2023-01-29,CUST-665777,Brisbane,Australia,2,524.31,0,1048.62
Fitness Tracker,Gaming,2025-01-05,CUST-296298,Adelaide,Australia,2,66.09,10,118.96
LED Desk Lamp,Office,2023-05-23,CUST-182463,Sydney,Australia,2,439.82,15,747.69
Wireless Mouse,Electronics,2024-04-20,CUST-343816,Gold Coast,Australia,5,498.08,20,1992.32
Mechanical Keyboard,Computing,2024-03-05,CUST-706542,Wollongong,Australia,3,168.46,0,505.38
USB-C Charger,Accessories,2023-08-24,CUST-575544,Newcastle,Australia,2,520.18,15,884.31
USB-C Charger,Office,2024-12-07,CUST-646385,Hobart,Australia,1,35.09,15,29.83
Mechanical Keyboard,Accessories,2023-07-09,CUST-286995,Gold Coast,Australia,5,533.04,15,2265.42
Wireless Mouse,Gaming,2024-03-29,CUST-348416,Perth,Australia,4,130.9,15,445.06
LED Desk Lamp,Mobile,2024-08-09,CUST-350677,Newcastle,Australia,1,299.24,5,284.28
Smartphone Case,Mobile,2024-10-10,CUST-521672,Canberra,Australia,5,214.11,20,856.44
Smartwatch,Mobile,2023-11-23,CUST-668596,Hobart,Australia,2,463.4,0,926.8
Fitness Tracker,Computing,2024-04-30,CUST-651070,Sydney,Australia,5,284.59,5,1351.8
Bluetooth Headphones,Office,2023-08-22,CUST-425539,Brisbane,Australia,5,552.77,10,2487.47
Bluetooth Headphones,Gaming,2025-02-13,CUST-445240,Geelong,Australia,3,483.8,15,1233.69
LED Desk Lamp,Computing,2024-03-22,CUST-332692,Wollongong,Australia,4,341.2,0,1364.8
LED Desk Lamp,Accessories,2024-01-07,CUST-489051,Geelong,Australia,3,285.76,10,771.55
Smartwatch,Electronics,2023-06-15,CUST-430320,Hobart,Australia,4,112.43,0,449.72
USB Hub,Accessories,2024-11-01,CUST-245214,Gold Coast,Australia,4,424.13,15,1442.04
Gaming Mouse Pad,Gaming,2023-10-31,CUST-413521,Perth,Australia,5,551.41,0,2757.05
USB Hub,Gaming,2023-09-16,CUST-889797,Townsville,Australia,1,536.57,20,429.26
Laptop Backpack,Mobile,2023-05-28,CUST-547064,Wollongong,Australia,5,281.33,0,1406.65
Laptop Stand,Accessories,2024-03-25,CUST-675730,Newcastle,Australia,1,84.63,15,71.94
Mechanical Keyboard,Electronics,2025-05-17,CUST-036846,Adelaide,Australia,5,531.82,0,2659.1
Bluetooth Headphones,Computing,2024-09-20,CUST-276891,Sydney,Australia,4,481.74,10,1734.26
Smartwatch,Accessories,2024-03-27,CUST-106159,Adelaide,Australia,1,508.32,5,482.9
Fitness Tracker,Mobile,2024-04-10,CUST-308836,Gold Coast,Australia,1,56.97,0,56.97
Wireless Earbuds,Gaming,2024-06-29,CUST-162087,Hobart,Australia,5,216.35,5,1027.66
LED Desk Lamp,Gaming,2025-02-17,CUST-053978,Hobart,Australia,2,131.54,15,223.62
Fitness Tracker,Accessories,2024-09-14,CUST-330390,Sydney,Australia,5,121.34,0,606.7
LED Desk Lamp,Office,2024-09-02,CUST-888609,Townsville,Australia,1,267.0,10,240.3
Portable SSD,Gaming,2025-03-28,CUST-801142,Canberra,Australia,1,291.17,10,262.05
Fitness Tracker,Office,2024-04-06,CUST-772592,Wollongong,Australia,1,135.44,15,115.12
Bluetooth Headphones,Gaming,2025-03-15,CUST-394505,Wollongong,Australia,4,392.92,10,1414.51
Mechanical Keyboard,Mobile,2024-07-27,CUST-600772,Canberra,Australia,5,385.37,10,1734.16
Wireless Earbuds,Computing,2023-10-13,CUST-996481,Newcastle,Australia,3,468.62,0,1405.86
Wireless Mouse,Mobile,2025-04-16,CUST-058105,Perth,Australia,1,21.89,0,21.89
Tablet 10in,Accessories,2025-03-08,CUST-906136,Perth,Australia,5,343.9,5,1633.52
Wireless Mouse,Electronics,2025-03-20,CUST-082715,Wollongong,Australia,1,496.11,10,446.5
Webcam HD,Gaming,2024-03-22,CUST-567414,Gold Coast,Australia,3,448.0,15,1142.4
Mechanical Keyboard,Accessories,2023-08-16,CUST-597984,Adelaide,Australia,2,273.88,15,465.6
Smartwatch,Electronics,2024-07-19,CUST-146631,Gold Coast,Australia,5,98.58,5,468.25
4K Monitor,Accessories,2024-04-13,CUST-176894,Melbourne,Australia,5,441.66,15,1877.06
Smartwatch,Accessories,2024-12-18,CUST-555103,Brisbane,Australia,1,19.44,20,15.55
Fitness Tracker,Computing,2023-05-19,CUST-934524,Wollongong,Australia,3,48.78,20,117.07
USB-C Charger,Gaming,2023-06-10,CUST-919106,Melbourne,Australia,4,104.81,5,398.28
Wireless Earbuds,Mobile,2025-03-06,CUST-330022,Gold Coast,Australia,1,26.5,0,26.5
Laptop Stand,Office,2023-01-07,CUST-743919,Hobart,Australia,3,527.59,10,1424.49
USB-C Charger,Computing,2024-03-01,CUST-758507,Melbourne,Australia,3,68.93,10,186.11
Laptop Stand,Electronics,2024-08-13,CUST-144908,Geelong,Australia,5,499.68,0,2498.4
Wireless Earbuds,Electronics,2023-07-02,CUST-013011,Gold Coast,Australia,1,502.87,0,502.87
Gaming Keyboard,Gaming,2023-10-12,CUST-996789,Geelong,Australia,4,301.51,0,1206.04
Gaming Keyboard,Computing,2023-06-28,CUST-911095,Brisbane,Australia,2,317.99,20,508.78
Bluetooth Headphones,Mobile,2025-02-23,CUST-945366,Newcastle,Australia,1,264.41,20,211.53
Portable SSD,Mobile,2023-03-29,CUST-412865,Gold Coast,Australia,3,292.68,15,746.33
Wireless Mouse,Office,2023-02-21,CUST-959025,Melbourne,Australia,1,252.42,0,252.42
Wireless Earbuds,Office,2023-12-29,CUST-073309,Brisbane,Australia,4,510.95,20,1635.04
4K Monitor,Computing,2023-10-26,CUST-838777,Adelaide,Australia,5,525.3,0,2626.5
Noise Cancelling Headphones,Electronics,2023-08-25,CUST-516537,Gold Coast,Australia,1,278.9,15,237.06
USB-C Charger,Electronics,2023-03-22,CUST-274263,Hobart,Australia,3,409.2,10,1104.84
LED Desk Lamp,Electronics,2023-09-28,CUST-128832,Newcastle,Australia,2,60.6,0,121.2
External Hard Drive,Computing,2024-02-05,CUST-230859,Canberra,Australia,5,306.52,0,1532.6
Wireless Earbuds,Computing,2023-01-18,CUST-351714,Geelong,Australia,2,367.1,15,624.07
External Hard Drive,Accessories,2023-11-13,CUST-539890,Gold Coast,Australia,2,318.6,0,637.2
Mechanical Keyboard,Accessories,2023-06-20,CUST-715515,Townsville,Australia,2,152.55,10,274.59
Portable SSD,Mobile,2023-04-06,CUST-785236,Wollongong,Australia,4,326.6,15,1110.44
Wireless Mouse,Office,2025-05-12,CUST-186165,Gold Coast,Australia,5,485.04,0,2425.2
Smartphone Case,Electronics,2023-11-25,CUST-224994,Canberra,Australia,3,332.89,20,798.94
Fitness Tracker,Office,2025-04-09,CUST-066166,Perth,Australia,5,136.26,0,681.3
Gaming Keyboard,Office,2023-06-09,CUST-174078,Melbourne,Australia,1,160.97,20,128.78
Gaming Keyboard,Gaming,2024-04-18,CUST-907408,Canberra,Australia,3,205.15,15,523.13
USB-C Charger,Mobile,2023-12-29,CUST-313862,Perth,Australia,2,326.68,5,620.69
Laptop Stand,Electronics,2025-06-12,CUST-497001,Canberra,Australia,3,321.65,20,771.96
Tablet 10in,Computing,2025-01-06,CUST-654001,Sydney,Australia,4,432.12,5,1642.06
Gaming Keyboard,Mobile,2024-08-07,CUST-343520,Canberra,Australia,5,377.4,20,1509.6
Mechanical Keyboard,Electronics,2023-01-23,CUST-802611,Wollongong,Australia,2,27.52,15,46.78
4K Monitor,Electronics,2024-09-06,CUST-978289,Sydney,Australia,2,223.72,15,380.32
Wireless Mouse,Electronics,2025-01-29,CUST-817477,Perth,Australia,5,117.74,10,529.83
Mechanical Keyboard,Computing,2023-05-22,CUST-319041,Wollongong,Australia,5,30.3,15,128.78
Laptop Stand,Gaming,2023-03-14,CUST-574750,Townsville,Australia,2,50.98,0,101.96
Noise Cancelling Headphones,Accessories,2024-01-06,CUST-911965,Adelaide,Australia,1,162.65,10,146.39
Gaming Mouse Pad,Accessories,2024-08-09,CUST-590594,Gold Coast,Australia,1,87.79,20,70.23
Laptop Backpack,Accessories,2023-08-09,CUST-746970,Geelong,Australia,4,323.9,10,1166.04
Smartwatch,Gaming,2023-05-12,CUST-440553,Brisbane,Australia,5,189.75,0,948.75
Wireless Mouse,Computing,2024-09-02,CUST-626566,Adelaide,Australia,2,465.54,10,837.97
Webcam HD,Gaming,2023-12-18,CUST-926054,Townsville,Australia,1,200.73,0,200.73
Wireless Earbuds,Office,2023-11-26,CUST-093038,Newcastle,Australia,1,177.05,0,177.05
Laptop Stand,Computing,2023-02-19,CUST-980418,Hobart,Australia,1,289.07,10,260.16
Gaming Mouse Pad,Gaming,2023-03-15,CUST-051972,Adelaide,Australia,2,182.09,0,364.18
Laptop Stand,Computing,2023-06-12,CUST-175442,Gold Coast,Australia,5,442.28,0,2211.4
Tablet 10in,Accessories,2023-07-22,CUST-165375,Adelaide,Australia,1,411.74,15,349.98
Gaming Keyboard,Mobile,2023-11-21,CUST-984309,Newcastle,Australia,2,365.08,5,693.65
Bluetooth Headphones,Mobile,2024-08-07,CUST-146649,Wollongong,Australia,1,374.86,10,337.37
Portable SSD,Office,2024-11-07,CUST-194985,Hobart,Australia,3,528.17,15,1346.83
4K Monitor,Mobile,2024-04-11,CUST-104866,Wollongong,Australia,1,425.55,10,383.0
Webcam HD,Electronics,2023-12-13,CUST-947487,Canberra,Australia,4,512.86,15,1743.72
Portable SSD,Mobile,2024-12-31,CUST-110783,Canberra,Australia,5,585.29,10,2633.8
Wireless Mouse,Gaming,2023-11-14,CUST-595204,Gold Coast,Australia,5,408.66,0,2043.3
USB-C Charger,Accessories,2023-10-23,CUST-527931,Newcastle,Australia,3,598.12,0,1794.36
Bluetooth Headphones,Electronics,2025-03-05,CUST-910313,Townsville,Australia,1,32.34,15,27.49
LED Desk Lamp,Mobile,2023-11-19,CUST-172592,Hobart,Australia,4,139.05,10,500.58
External Hard Drive,Computing,2024-09-14,CUST-925505,Adelaide,Australia,5,425.87,10,1916.41
4K Monitor,Electronics,2025-01-18,CUST-387658,Melbourne,Australia,5,149.16,20,596.64
Portable SSD,Mobile,2023-07-05,CUST-088170,Canberra,Australia,1,166.88,20,133.5
Wireless Earbuds,Gaming,2023-08-23,CUST-093025,Canberra,Australia,5,534.32,15,2270.86
USB-C Charger,Electronics,2023-02-25,CUST-287911,Canberra,Australia,2,98.89,0,197.78
External Hard Drive,Computing,2024-01-11,CUST-826012,Geelong,Australia,3,319.14,0,957.42
4K Monitor,Electronics,2023-08-27,CUST-703049,Newcastle,Australia,3,304.63,0,913.89
Bluetooth Headphones,Accessories,2024-10-25,CUST-774781,Perth,Australia,2,264.34,20,422.94
LED Desk Lamp,Office,2023-11-09,CUST-788000,Canberra,Australia,2,293.46,20,469.54
Bluetooth Headphones,Computing,2024-08-10,CUST-170911,Sydney,Australia,2,460.2,15,782.34
Portable SSD,Electronics,2024-08-13,CUST-463674,Hobart,Australia,1,119.39,5,113.42
USB Hub,Accessories,2023-01-21,CUST-868692,Brisbane,Australia,3,541.87,0,1625.61
Fitness Tracker,Computing,2025-02-03,CUST-304944,Sydney,Australia,1,436.09,10,392.48
Webcam HD,Mobile,2025-01-19,CUST-736240,Brisbane,Australia,1,591.6,20,473.28
USB Hub,Mobile,2023-04-25,CUST-959561,Hobart,Australia,5,305.84,20,1223.36
Webcam HD,Mobile,2023-11-08,CUST-189751,Wollongong,Australia,1,574.88,0,574.88
Gaming Keyboard,Gaming,2025-01-24,CUST-410506,Newcastle,Australia,4,79.27,10,285.37
External Hard Drive,Accessories,2025-03-22,CUST-535607,Gold Coast,Australia,4,428.5,0,1714.0
Smartwatch,Gaming,2023-11-05,CUST-213281,Sydney,Australia,2,583.15,0,1166.3
Webcam HD,Mobile,2023-04-15,CUST-767662,Wollongong,Australia,4,27.5,0,110.0
Smartwatch,Mobile,2023-10-25,CUST-653413,Wollongong,Australia,4,251.67,0,1006.68
Portable SSD,Gaming,2024-12-24,CUST-380494,Gold Coast,Australia,5,75.57,15,321.17
Tablet 10in,Electronics,2023-11-15,CUST-958773,Melbourne,Australia,5,122.04,0,610.2
Laptop Stand,Electronics,2023-06-22,CUST-440384,Wollongong,Australia,4,584.77,0,2339.08
Laptop Stand,Electronics,2025-03-06,CUST-724085,Hobart,Australia,2,39.08,0,78.16
Gaming Keyboard,Computing,2025-03-05,CUST-334543,Hobart,Australia,1,324.31,5,308.09
Noise Cancelling Headphones,Electronics,2023-11-21,CUST-682646,Geelong,Australia,4,202.66,10,729.58
Laptop Stand,Computing,2024-09-10,CUST-658906,Newcastle,Australia,2,350.24,10,630.43
Wireless Earbuds,Office,2025-03-24,CUST-464856,Melbourne,Australia,5,43.06,0,215.3
Tablet 10in,Office,2023-06-11,CUST-271863,Geelong,Australia,5,515.86,20,2063.44
External Hard Drive,Computing,2023-11-24,CUST-452590,Melbourne,Australia,4,220.22,20,704.7
USB-C Charger,Mobile,2025-04-19,CUST-406517,Brisbane,Australia,2,118.75,0,237.5
Portable SSD,Accessories,2024-06-27,CUST-806331,Adelaide,Australia,5,447.8,15,1903.15
Gaming Mouse Pad,Computing,2024-10-04,CUST-868095,Gold Coast,Australia,5,441.72,0,2208.6
Wireless Earbuds,Mobile,2025-05-31,CUST-964120,Gold Coast,Australia,4,381.92,15,1298.53
Tablet 10in,Accessories,2023-02-15,CUST-411522,Newcastle,Australia,4,312.73,0,1250.92
Mechanical Keyboard,Computing,2023-06-26,CUST-959234,Canberra,Australia,2,551.82,0,1103.64
Smartwatch,Gaming,2023-12-15,CUST-835829,Wollongong,Australia,4,61.86,5,235.07
LED Desk Lamp,Electronics,2024-04-25,CUST-094899,Sydney,Australia,4,451.48,0,1805.92
Gaming Mouse Pad,Office,2023-12-13,CUST-191216,Wollongong,Australia,5,424.65,5,2017.09
Smartphone Case,Office,2023-05-12,CUST-020633,Melbourne,Australia,4,208.97,10,752.29
LED Desk Lamp,Mobile,2023-10-03,CUST-968908,Canberra,Australia,1,430.84,10,387.76
External Hard Drive,Electronics,2025-06-01,CUST-617141,Newcastle,Australia,3,552.9,15,1409.89
Gaming Mouse Pad,Computing,2024-06-25,CUST-844026,Adelaide,Australia,2,113.12,0,226.24
Laptop Backpack,Computing,2023-07-04,CUST-267680,Gold Coast,Australia,2,530.75,0,1061.5
Wireless Mouse,Mobile,2025-05-20,CUST-461504,Melbourne,Australia,2,594.49,20,951.18
USB-C Charger,Office,2023-03-30,CUST-618641,Melbourne,Australia,5,258.14,0,1290.7
Gaming Keyboard,Office,2024-08-27,CUST-400428,Newcastle,Australia,5,147.18,0,735.9
Tablet 10in,Mobile,2024-07-20,CUST-002326,Gold Coast,Australia,1,556.68,15,473.18
Laptop Backpack,Mobile,2024-06-27,CUST-753568,Sydney,Australia,5,195.52,0,977.6
Fitness Tracker,Computing,2024-03-11,CUST-832972,Newcastle,Australia,4,479.69,10,1726.88
Smartphone Case,Office,2023-03-09,CUST-293328,Hobart,Australia,4,176.71,5,671.5
Laptop Stand,Gaming,2024-07-23,CUST-211237,Melbourne,Australia,3,434.98,5,1239.69
Wireless Mouse,Computing,2023-06-26,CUST-260201,Townsville,Australia,1,306.62,20,245.3
USB-C Charger,Accessories,2023-03-27,CUST-751084,Gold Coast,Australia,1,553.36,15,470.36
Smartphone Case,Computing,2023-02-14,CUST-007700,Wollongong,Australia,2,256.9,0,513.8
Bluetooth Headphones,Office,2023-05-16,CUST-060342,Newcastle,Australia,2,280.83,15,477.41
Wireless Mouse,Office,2024-06-06,CUST-129212,Canberra,Australia,5,55.86,15,237.41
USB-C Charger,Electronics,2023-04-20,CUST-292332,Hobart,Australia,2,254.68,10,458.42
Portable SSD,Mobile,2024-10-03,CUST-517593,Melbourne,Australia,3,343.23,0,1029.69
Webcam HD,Mobile,2024-05-18,CUST-319812,Wollongong,Australia,2,162.34,0,324.68
Laptop Backpack,Computing,2025-05-19,CUST-231425,Perth,Australia,2,484.2,0,968.4
USB Hub,Gaming,2023-07-13,CUST-451024,Gold Coast,Australia,4,466.89,15,1587.43
Smartphone Case,Mobile,2025-02-25,CUST-950680,Geelong,Australia,3,363.86,0,1091.58
Smartwatch,Gaming,2025-04-22,CUST-465629,Brisbane,Australia,3,85.42,15,217.82
Laptop Backpack,Mobile,2023-01-11,CUST-182256,Townsville,Australia,1,150.96,0,150.96
USB-C Charger,Office,2025-01-13,CUST-909003,Perth,Australia,4,450.49,0,1801.96
Laptop Stand,Accessories,2023-06-10,CUST-689903,Sydney,Australia,2,215.77,10,388.39
Mechanical Keyboard,Mobile,2023-07-02,CUST-055450,Newcastle,Australia,1,278.69,0,278.69
Laptop Stand,Computing,2023-10-27,CUST-914287,Canberra,Australia,5,500.3,10,2251.35
Portable SSD,Gaming,2023-12-07,CUST-519369,Gold Coast,Australia,2,479.64,15,815.39
Smartphone Case,Mobile,2023-01-16,CUST-281515,Townsville,Australia,2,335.91,0,671.82
Laptop Stand,Mobile,2025-06-02,CUST-456828,Melbourne,Australia,2,141.95,0,283.9
Gaming Keyboard,Accessories,2024-09-12,CUST-838808,Gold Coast,Australia,4,480.52,0,1922.08
LED Desk Lamp,Accessories,2023-11-02,CUST-920571,Newcastle,Australia,2,190.35,5,361.66
LED Desk Lamp,Electronics,2025-06-15,CUST-987721,Wollongong,Australia,2,108.59,0,217.18
Wireless Earbuds,Mobile,2023-10-17,CUST-787257,Geelong,Australia,3,523.17,20,1255.61
Noise Cancelling Headphones,Office,2024-05-09,CUST-367919,Gold Coast,Australia,2,372.93,10,671.27
Mechanical Keyboard,Mobile,2025-03-22,CUST-653507,Perth,Australia,5,384.36,10,1729.62
Gaming Mouse Pad,Computing,2025-06-18,CUST-727788,Canberra,Australia,2,209.39,20,335.02
Smartphone Case,Mobile,2023-06-18,CUST-271361,Brisbane,Australia,5,33.68,0,168.4
External Hard Drive,Mobile,2025-03-12,CUST-886867,Sydney,Australia,4,103.1,10,371.16
Smartwatch,Mobile,2023-11-08,CUST-266318,Townsville,Australia,1,406.33,0,406.33
Noise Cancelling Headphones,Computing,2024-11-09,CUST-567435,Wollongong,Australia,5,39.01,0,195.05
Fitness Tracker,Accessories,2023-09-28,CUST-301060,Geelong,Australia,1,470.56,0,470.56
USB Hub,Accessories,2025-06-19,CUST-494848,Perth,Australia,1,62.97,0,62.97
Wireless Mouse,Computing,2023-07-30,CUST-707656,Canberra,Australia,2,229.47,10,413.05
Webcam HD,Computing,2024-03-29,CUST-914642,Newcastle,Australia,3,203.21,10,548.67
Smartwatch,Gaming,2025-01-09,CUST-601881,Townsville,Australia,5,406.95,15,1729.54
Smartphone Case,Mobile,2023-10-17,CUST-913964,Canberra,Australia,2,305.48,0,610.96
Wireless Mouse,Mobile,2024-06-20,CUST-807454,Sydney,Australia,5,410.57,20,1642.28
Wireless Mouse,Accessories,2023-07-13,CUST-093023,Canberra,Australia,5,403.68,0,2018.4
USB-C Charger,Mobile,2023-06-26,CUST-710950,Gold Coast,Australia,5,593.21,0,2966.05
Wireless Mouse,Gaming,2024-09-29,CUST-205771,Wollongong,Australia,2,179.46,0,358.92
Noise Cancelling Headphones,Office,2025-02-16,CUST-929137,Sydney,Australia,4,62.06,15,211.0
Laptop Stand,Gaming,2025-04-02,CUST-986334,Brisbane,Australia,2,524.33,0,1048.66
